,Дата,Курс
1005,2014-01-25,46.8985
1006,2014-01-28,47.4962
1007,2014-01-29,47.3739
1008,2014-01-30,47.2238
1009,2014-01-31,48.0951
1010,2014-02-01,47.6408
1011,2014-02-04,47.5351
1012,2014-02-05,47.9535
1013,2014-02-06,47.2159
1014,2014-02-07,46.9497
1015,2014-02-08,47.0205
1016,2014-02-11,47.3758
1017,2014-02-12,47.5319
1018,2014-02-13,47.4154
1019,2014-02-14,47.4913
1020,2014-02-15,48.2618
1021,2014-02-18,48.1188
1022,2014-02-19,48.3086
1023,2014-02-20,48.973
1024,2014-02-21,49.1975
1025,2014-02-22,48.9497
1026,2014-02-25,48.7959
1027,2014-02-26,48.8654
1028,2014-02-27,49.1823
1029,2014-02-28,49.3454
1030,2014-03-01,49.5839
1031,2014-03-04,50.1513
1032,2014-03-05,49.952
1033,2014-03-06,49.5446
1034,2014-03-07,49.5925
1035,2014-03-08,50.2625
1036,2014-03-12,50.4707
1037,2014-03-13,50.5593
1038,2014-03-14,50.8096
1039,2014-03-15,50.7635
1040,2014-03-18,50.9442
1041,2014-03-19,50.7621
1042,2014-03-20,50.4146
1043,2014-03-21,49.9628
1044,2014-03-22,50.1804
1045,2014-03-25,49.9167
1046,2014-03-26,49.7042
1047,2014-03-27,48.9521
1048,2014-03-28,49.0484
1049,2014-03-29,49.0519
1050,2014-04-01,48.968
1051,2014-04-02,48.2596
1052,2014-04-03,48.6826
1053,2014-04-04,48.8834
1054,2014-04-05,48.6435
1055,2014-04-08,48.6159
1056,2014-04-09,48.86
1057,2014-04-10,49.2911
1058,2014-04-11,49.2266
1059,2014-04-12,49.4994
1060,2014-04-15,49.8232
1061,2014-04-16,49.6836
1062,2014-04-17,49.886
1063,2014-04-18,49.7289
1064,2014-04-19,49.1041
1065,2014-04-22,49.2978
1066,2014-04-23,49.2185
1067,2014-04-24,49.282
1068,2014-04-25,49.3175
1069,2014-04-26,49.6969
1070,2014-04-29,49.8219
1071,2014-04-30,49.5064
1072,2014-05-01,49.3188
1073,2014-05-06,49.7361
1074,2014-05-07,49.507
1075,2014-05-08,49.412
1076,2014-05-09,48.7642
1077,2014-05-13,48.4759
1078,2014-05-14,48.0073
1079,2014-05-15,47.6173
1080,2014-05-16,47.5674
1081,2014-05-17,47.6999
1082,2014-05-20,47.6416
1083,2014-05-21,47.3995
1084,2014-05-22,47.3171
1085,2014-05-23,46.8507
1086,2014-05-24,46.835
1087,2014-05-27,46.4266
1088,2014-05-28,46.7712
1089,2014-05-29,47.0161
1090,2014-05-30,47.1145
1091,2014-05-31,47.2677
1092,2014-06-03,47.5463
1093,2014-06-04,47.6296
1094,2014-06-05,47.8253
1095,2014-06-06,47.4908
1096,2014-06-07,47.3211
1097,2014-06-10,46.8746
1098,2014-06-11,46.7269
1099,2014-06-12,46.4764
1100,2014-06-17,46.8085
1101,2014-06-18,47.2121
1102,2014-06-19,47.1715
1103,2014-06-20,46.696
1104,2014-06-21,46.8821
1105,2014-06-24,46.6478
1106,2014-06-25,46.2212
1107,2014-06-26,46.1576
1108,2014-06-27,46.0226
1109,2014-06-28,45.8251
1110,2014-07-01,46.1827
1111,2014-07-02,46.8335
1112,2014-07-03,46.8398
1113,2014-07-04,46.6863
1114,2014-07-05,46.687
1115,2014-07-08,46.9448
1116,2014-07-09,46.8122
1117,2014-07-10,46.4146
1118,2014-07-11,46.1649
1119,2014-07-12,46.3328
1120,2014-07-15,46.6835
1121,2014-07-16,46.791
1122,2014-07-17,46.6299
1123,2014-07-18,47.0702
1124,2014-07-19,47.5505
1125,2014-07-22,47.5048
1126,2014-07-23,47.3758
1127,2014-07-24,46.8718
1128,2014-07-25,47.1702
1129,2014-07-26,47.2206
1130,2014-07-29,47.4799
1131,2014-07-30,47.8635
1132,2014-07-31,47.8958
1133,2014-08-01,47.4699
1134,2014-08-02,47.8244
1135,2014-08-05,47.8671
1136,2014-08-06,48.049
1137,2014-08-07,48.2432
1138,2014-08-08,48.4947
1139,2014-08-09,48.7722
1140,2014-08-12,48.2856
1141,2014-08-13,48.2402
1142,2014-08-14,48.411
1143,2014-08-15,48.1416
1144,2014-08-16,48.1231
1145,2014-08-19,48.2398
1146,2014-08-20,48.2133
1147,2014-08-21,48.1924
1148,2014-08-22,48.1686
1149,2014-08-23,47.8548
1150,2014-08-26,47.6641
1151,2014-08-27,47.7282
1152,2014-08-28,47.6177
1153,2014-08-29,47.952
1154,2014-08-30,48.6315
1155,2014-09-02,48.9677
1156,2014-09-03,49.0193
1157,2014-09-04,49.0213
1158,2014-09-05,48.3786
1159,2014-09-06,47.7806
1160,2014-09-09,47.9789
1161,2014-09-10,47.7118
1162,2014-09-11,48.0636
1163,2014-09-12,48.2484
1164,2014-09-13,48.6647
1165,2014-09-16,49.1958
1166,2014-09-17,50.0582
1167,2014-09-18,49.6923
1168,2014-09-19,49.4592
1169,2014-09-20,49.5379
1170,2014-09-23,49.6193
1171,2014-09-24,49.6912
1172,2014-09-25,49.3145
1173,2014-09-26,48.8449
1174,2014-09-27,49.3386
1175,2014-09-30,49.954
1176,2014-10-01,49.9817
1177,2014-10-02,50.0554
1178,2014-10-03,49.9484
1179,2014-10-04,50.2021
1180,2014-10-07,50.0775
1181,2014-10-08,50.2017
1182,2014-10-09,50.5091
1183,2014-10-10,50.9585
1184,2014-10-11,51.0538
1185,2014-10-14,51.0798
1186,2014-10-15,51.5141
1187,2014-10-16,51.7829
1188,2014-10-17,52.1504
1189,2014-10-18,52.5253
1190,2014-10-21,52.1198
1191,2014-10-22,52.6468
1192,2014-10-23,52.1388
1193,2014-10-24,52.4424
1194,2014-10-25,52.9065
1195,2014-10-28,53.2342
1196,2014-10-29,53.8693
1197,2014-10-30,54.3393
1198,2014-10-31,54.6378
1199,2014-11-01,52.7219
1200,2014-11-06,55.6234
1201,2014-11-07,56.545
1202,2014-11-08,59.3153
1203,2014-11-11,57.2418
1204,2014-11-12,57.0494
1205,2014-11-13,57.8575
1206,2014-11-14,57.4235
1207,2014-11-15,58.9793
1208,2014-11-18,59.3081
1209,2014-11-19,58.6448
1210,2014-11-20,58.909
1211,2014-11-21,58.5817
1212,2014-11-22,57.4377
1213,2014-11-25,55.5336
1214,2014-11-26,55.8779
1215,2014-11-27,57.9052
1216,2014-11-28,59.6215
1217,2014-11-29,61.4108
1218,2014-12-02,64.4425
1219,2014-12-03,63.2414
1220,2014-12-04,67.2652
1221,2014-12-05,64.8443
1222,2014-12-06,65.7168
1223,2014-12-09,65.4248
1224,2014-12-10,66.8809
1225,2014-12-11,67.1989
1226,2014-12-12,68.2942
1227,2014-12-13,70.5289
1228,2014-12-16,72.6642
1229,2014-12-17,76.1516
1230,2014-12-18,84.589
1231,2014-12-19,73.3414
1232,2014-12-20,74.5727
1233,2014-12-23,69.2503
1234,2014-12-24,66.7539
1235,2014-12-25,66.4031
1236,2014-12-26,64.3177
1237,2014-12-27,63.5131
1238,2014-12-30,69.059
1239,2014-12-31,68.3427
1240,2015-01-01,68.3681
1241,2015-01-13,74.3551
1242,2015-01-14,76.7735
1243,2015-01-15,77.9629
1244,2015-01-16,76.3352
1245,2015-01-17,75.8623
1246,2015-01-20,75.174
1247,2015-01-21,75.2735
1248,2015-01-22,75.8218
1249,2015-01-23,75.7724
1250,2015-01-24,71.9067
1251,2015-01-27,73.5633
1252,2015-01-28,76.2922
1253,2015-01-29,76.2629
1254,2015-01-30,77.569
1255,2015-01-31,78.1105
1256,2015-02-03,78.79
1257,2015-02-04,76.8271
1258,2015-02-05,75.0415
1259,2015-02-06,77.9356
1260,2015-02-07,75.6591
1261,2015-02-10,74.5833
1262,2015-02-11,74.1382
1263,2015-02-12,74.7386
1264,2015-02-13,74.8311
1265,2015-02-14,74.3675
1266,2015-02-17,71.5426
1267,2015-02-18,71.3243
1268,2015-02-19,71.08
1269,2015-02-20,70.9408
1270,2015-02-21,70.0315
1271,2015-02-25,71.9422
1272,2015-02-26,71.1655
1273,2015-02-27,68.9797
1274,2015-02-28,68.6857
1275,2015-03-03,69.5424
1276,2015-03-04,69.8487
1277,2015-03-05,69.1138
1278,2015-03-06,68.3086
1279,2015-03-07,66.1012
1280,2015-03-11,65.5242
1281,2015-03-12,66.9168
1282,2015-03-13,64.6232
1283,2015-03-14,64.965
1284,2015-03-17,65.4063
1285,2015-03-18,65.4314
1286,2015-03-19,65.0108
1287,2015-03-20,64.1446
1288,2015-03-21,64.0504
1289,2015-03-24,64.1473
1290,2015-03-25,64.3425
1291,2015-03-26,62.7651
1292,2015-03-27,62.0811
1293,2015-03-28,62.5655
1294,2015-03-31,63.3695
1295,2015-04-01,62.0487
1296,2015-04-02,62.7476
1297,2015-04-03,61.6919
1298,2015-04-04,61.7363
1299,2015-04-07,62.0377
1300,2015-04-08,60.4124
1301,2015-04-09,58.7003
1302,2015-04-10,56.5251
1303,2015-04-11,54.2749
1304,2015-04-14,55.5201
1305,2015-04-15,54.8387
1306,2015-04-16,53.6598
1307,2015-04-17,52.9087
1308,2015-04-18,54.5163
1309,2015-04-21,55.5496
1310,2015-04-22,57.5998
1311,2015-04-23,57.7226
1312,2015-04-24,55.1255
1313,2015-04-25,54.659
1314,2015-04-28,55.8747
1315,2015-04-29,56.9016
1316,2015-04-30,56.806
1317,2015-05-01,57.1578
1318,2015-05-06,57.4093
1319,2015-05-07,56.1843
1320,2015-05-08,57.2207
1321,2015-05-09,56.8971
1322,2015-05-13,57.1102
1323,2015-05-14,55.7138
1324,2015-05-15,57.1383
1325,2015-05-16,56.9881
1326,2015-05-19,56.103
1327,2015-05-20,55.1085
1328,2015-05-21,55.2441
1329,2015-05-22,55.5714
1330,2015-05-23,55.5508
1331,2015-05-26,54.7477
1332,2015-05-27,54.8412
1333,2015-05-28,55.6757
1334,2015-05-29,57.1433
1335,2015-05-30,58.0145
1336,2015-06-02,57.702
1337,2015-06-03,58.6037
1338,2015-06-04,59.113
1339,2015-06-05,61.9471
1340,2015-06-06,63.3221
1341,2015-06-09,62.5053
1342,2015-06-10,63.0721
1343,2015-06-11,62.2064
1344,2015-06-12,61.4754
1345,2015-06-16,62.1045
1346,2015-06-17,61.104
1347,2015-06-18,60.7452
1348,2015-06-19,60.6417
1349,2015-06-20,60.913
1350,2015-06-23,60.8567
1351,2015-06-24,61.0546
1352,2015-06-25,60.5852
1353,2015-06-26,61.1986
1354,2015-06-27,61.4066
1355,2015-06-30,61.5206
1356,2015-07-01,62.3803
1357,2015-07-02,61.6556
1358,2015-07-03,61.5661
1359,2015-07-04,61.7492
1360,2015-07-07,62.4246
1361,2015-07-08,63.0441
1362,2015-07-09,63.0822
1363,2015-07-10,63.043
1364,2015-07-11,62.9474
1365,2015-07-14,62.9819
1366,2015-07-15,62.6239
1367,2015-07-16,62.3986
1368,2015-07-17,62.1841
1369,2015-07-18,61.9183
1370,2015-07-21,61.6929
1371,2015-07-22,61.7622
1372,2015-07-23,62.3948
1373,2015-07-24,62.933
1374,2015-07-25,63.609
1375,2015-07-28,65.083
1376,2015-07-29,66.6248
1377,2015-07-30,65.9882
1378,2015-07-31,64.6478
1379,2015-08-01,66.0002
1380,2015-08-04,68.577
1381,2015-08-05,68.9961
1382,2015-08-06,68.1435
1383,2015-08-07,69.6314
1384,2015-08-08,69.8089
1385,2015-08-11,70.754
1386,2015-08-12,69.6762
1387,2015-08-13,72.2078
1388,2015-08-14,71.1475
1389,2015-08-15,72.365
1390,2015-08-18,72.5712
1391,2015-08-19,72.9187
1392,2015-08-20,72.7085
1393,2015-08-21,74.4738
1394,2015-08-22,76.6709
1395,2015-08-25,81.1533
1396,2015-08-26,80.7248
1397,2015-08-27,79.7252
1398,2015-08-28,76.3369
1399,2015-08-29,75.0469
1400,2015-09-01,74.8478
1401,2015-09-02,73.8449
1402,2015-09-03,75.0901
1403,2015-09-04,75.2659
1404,2015-09-05,75.4011
1405,2015-09-08,76.3692
1406,2015-09-09,76.9246
1407,2015-09-10,75.5742
1408,2015-09-11,76.6951
1409,2015-09-12,76.8165
1410,2015-09-15,77.1313
1411,2015-09-16,75.9013
1412,2015-09-17,74.2407
1413,2015-09-18,73.9378
1414,2015-09-19,74.9726
1415,2015-09-22,74.8304
1416,2015-09-23,73.9568
1417,2015-09-24,73.5367
1418,2015-09-25,74.5435
1419,2015-09-26,73.1397
1420,2015-09-29,73.2684
1421,2015-09-30,74.5825
1422,2015-10-01,73.776
1423,2015-10-02,72.4865
1424,2015-10-03,73.6302
1425,2015-10-06,73.7951
1426,2015-10-07,72.9468
1427,2015-10-08,70.4691
1428,2015-10-09,70.3052
1429,2015-10-10,69.345
1430,2015-10-13,69.5499
1431,2015-10-14,70.8977
1432,2015-10-15,72.0506
1433,2015-10-16,71.281
1434,2015-10-17,69.771
1435,2015-10-20,69.7796
1436,2015-10-21,70.529
1437,2015-10-22,71.1738
1438,2015-10-23,71.0895
1439,2015-10-24,68.7903
1440,2015-10-27,69.0104
1441,2015-10-28,70.2124
1442,2015-10-29,72.1479
1443,2015-10-30,70.1427
1444,2015-10-31,70.7537
1445,2015-11-03,70.3961
1446,2015-11-04,70.3782
1447,2015-11-06,68.8261
1448,2015-11-07,69.2555
1449,2015-11-10,69.6136
1450,2015-11-11,69.2394
1451,2015-11-12,69.3797
1452,2015-11-13,70.337
1453,2015-11-14,71.8184
1454,2015-11-17,71.3987
1455,2015-11-18,69.7819
1456,2015-11-19,69.0021
1457,2015-11-20,69.339
1458,2015-11-21,69.3886
1459,2015-11-24,69.7037
1460,2015-11-25,69.8076
1461,2015-11-26,69.8987
1462,2015-11-27,69.7034
1463,2015-11-28,70.3859
1464,2015-12-01,70.6478
1465,2015-12-02,70.1345
1466,2015-12-03,70.8647
1467,2015-12-04,71.7404
1468,2015-12-05,73.6721
1469,2015-12-08,74.4079
1470,2015-12-09,75.3111
1471,2015-12-10,75.5595
1472,2015-12-11,76.0674
1473,2015-12-12,75.7472
1474,2015-12-15,76.9659
1475,2015-12-16,78.2312
1476,2015-12-17,77.04
1477,2015-12-18,76.6788
1478,2015-12-19,77.4052
1479,2015-12-22,77.483
1480,2015-12-23,77.6145
1481,2015-12-24,77.5443
1482,2015-12-25,76.0441
1483,2015-12-26,77.05
1484,2015-12-29,77.6032
1485,2015-12-30,79.547
1486,2015-12-31,79.6972
1487,2016-01-01,79.6395
1488,2016-01-12,82.809
1489,2016-01-13,83.4372
1490,2016-01-14,82.7175
1491,2016-01-15,83.1499
1492,2016-01-16,83.2951
1493,2016-01-19,85.622
1494,2016-01-20,85.2988
1495,2016-01-21,87.0341
1496,2016-01-22,91.1814
1497,2016-01-23,87.2266
1498,2016-01-26,84.1603
1499,2016-01-27,88.8858
1500,2016-01-28,85.8459
1501,2016-01-29,84.137
1502,2016-01-30,81.9077
1503,2016-02-02,82.8141
1504,2016-02-03,84.9719
1505,2016-02-04,86.5115
1506,2016-02-05,84.8104
1507,2016-02-06,86.5754
1508,2016-02-09,85.6543
1509,2016-02-10,88.0435
1510,2016-02-11,89.2213
1511,2016-02-12,89.3439
1512,2016-02-13,89.8454
1513,2016-02-16,87.1905
1514,2016-02-17,85.0894
1515,2016-02-18,86.9588
1516,2016-02-19,84.0521
1517,2016-02-20,84.9187
1518,2016-02-21,85.8563
1519,2016-02-25,84.0779
1520,2016-02-26,84.2155
1521,2016-02-27,82.9748
1522,2016-03-01,83.1023
1523,2016-03-02,80.5333
1524,2016-03-03,79.9721
1525,2016-03-04,80.21
1526,2016-03-05,80.1161
1527,2016-03-10,79.4488
1528,2016-03-11,77.9817
1529,2016-03-12,78.4131
1530,2016-03-15,78.1798
1531,2016-03-16,78.3285
1532,2016-03-17,78.7532
1533,2016-03-18,77.1572
1534,2016-03-19,77.1992
1535,2016-03-22,77.4647
1536,2016-03-23,76.14
1537,2016-03-24,75.6902
1538,2016-03-25,76.929
1539,2016-03-26,76.4004
1540,2016-03-29,75.6975
1541,2016-03-30,76.8611
1542,2016-03-31,76.5386
1543,2016-04-01,76.9207
1544,2016-04-02,76.4266
1545,2016-04-05,78.1662
1546,2016-04-06,78.2798
1547,2016-04-07,77.813
1548,2016-04-08,77.3688
1549,2016-04-09,76.6888
1550,2016-04-12,76.4957
1551,2016-04-13,75.8529
1552,2016-04-14,74.6578
1553,2016-04-15,74.794
1554,2016-04-16,74.3405
1555,2016-04-19,77.1273
1556,2016-04-20,74.3719
1557,2016-04-21,75.0107
1558,2016-04-22,73.4592
1559,2016-04-23,74.6959
1560,2016-04-26,74.9515
1561,2016-04-27,74.9024
1562,2016-04-28,73.8023
1563,2016-04-29,73.9166
1564,2016-04-30,73.3015
1565,2016-05-05,76.0512
1566,2016-05-06,75.5713
1567,2016-05-07,75.5789
1568,2016-05-11,75.5406
1569,2016-05-12,75.4505
1570,2016-05-13,74.1137
1571,2016-05-14,73.6248
1572,2016-05-17,73.4549
1573,2016-05-18,73.1006
1574,2016-05-19,73.3077
1575,2016-05-20,74.2755
1576,2016-05-21,74.4623
1577,2016-05-24,75.2675
1578,2016-05-25,75.0349
1579,2016-05-26,73.4596
1580,2016-05-27,72.8418
1581,2016-05-28,73.8474
1582,2016-05-31,73.497
1583,2016-06-01,73.4406
1584,2016-06-02,74.2098
1585,2016-06-03,74.8191
1586,2016-06-04,74.561
1587,2016-06-07,74.6907
1588,2016-06-08,74.1164
1589,2016-06-09,73.5538
1590,2016-06-10,72.5682
1591,2016-06-11,73.1909
1592,2016-06-15,74.3174
1593,2016-06-16,73.9441
1594,2016-06-17,74.246
1595,2016-06-18,73.5609
1596,2016-06-21,72.7792
1597,2016-06-22,72.7865
1598,2016-06-23,71.8082
1599,2016-06-24,72.9016
1600,2016-06-25,72.6582
1601,2016-06-28,71.942
1602,2016-06-29,71.7117
1603,2016-06-30,71.2102
1604,2016-07-01,71.2926
1605,2016-07-02,71.0519
1606,2016-07-05,70.8553
1607,2016-07-06,71.6327
1608,2016-07-07,71.5135
1609,2016-07-08,70.9482
1610,2016-07-09,71.1684
1611,2016-07-12,70.8152
1612,2016-07-13,70.9833
1613,2016-07-14,70.5577
1614,2016-07-15,70.5644
1615,2016-07-16,70.3395
1616,2016-07-19,69.7741
1617,2016-07-20,69.6974
1618,2016-07-21,69.6967
1619,2016-07-22,70.3022
1620,2016-07-23,71.2513
1621,2016-07-26,71.209
1622,2016-07-27,72.3478
1623,2016-07-28,72.515
1624,2016-07-29,73.4047
1625,2016-07-30,74.3799
1626,2016-08-02,73.6523
1627,2016-08-03,74.9007
1628,2016-08-04,74.7978
1629,2016-08-05,73.9232
1630,2016-08-06,73.0303
1631,2016-08-09,72.1476
1632,2016-08-10,71.7556
1633,2016-08-11,72.2349
1634,2016-08-12,72.4644
1635,2016-08-13,71.7158
1636,2016-08-16,71.7263
1637,2016-08-17,71.9645
1638,2016-08-18,72.0832
1639,2016-08-19,71.9371
1640,2016-08-20,72.4558
1641,2016-08-23,72.4457
1642,2016-08-24,73.4733
1643,2016-08-25,73.2074
1644,2016-08-26,73.2135
1645,2016-08-27,73.0892
1646,2016-08-30,72.7996
1647,2016-08-31,72.5013
1648,2016-09-01,72.6859
1649,2016-09-02,72.6828
1650,2016-09-03,73.7199
1651,2016-09-06,72.3742
1652,2016-09-07,72.3639
1653,2016-09-08,72.4022
1654,2016-09-09,72.0464
1655,2016-09-10,72.3359
1656,2016-09-13,73.1986
1657,2016-09-14,72.7559
1658,2016-09-15,72.946
1659,2016-09-16,73.2126
1660,2016-09-17,73.0208
1661,2016-09-20,72.4477
1662,2016-09-21,72.5279
1663,2016-09-22,71.8404
1664,2016-09-23,71.6728
1665,2016-09-24,71.5854
1666,2016-09-27,72.0604
1667,2016-09-28,71.6409
1668,2016-09-29,71.5738
1669,2016-09-30,70.8823
1670,2016-10-01,70.9338
1671,2016-10-04,70.2411
1672,2016-10-05,69.7556
1673,2016-10-06,70.0782
1674,2016-10-07,69.8518
1675,2016-10-08,69.2312
1676,2016-10-11,69.7253
1677,2016-10-12,69.1231
1678,2016-10-13,69.1173
1679,2016-10-14,69.7255
1680,2016-10-15,69.3746
1681,2016-10-18,69.3587
1682,2016-10-19,69.2608
1683,2016-10-20,68.7674
1684,2016-10-21,68.4741
1685,2016-10-22,68.0267
1686,2016-10-25,67.7302
1687,2016-10-26,67.4958
1688,2016-10-27,67.9253
1689,2016-10-28,68.7576
1690,2016-10-29,68.6783
1691,2016-11-01,69.2863
1692,2016-11-02,69.3647
1693,2016-11-03,70.2339
1694,2016-11-04,70.5977
1695,2016-11-08,70.6944
1696,2016-11-09,70.4542
1697,2016-11-10,71.3491
1698,2016-11-11,69.3392
1699,2016-11-12,71.1253
1700,2016-11-15,71.0488
1701,2016-11-16,70.6156
1702,2016-11-17,69.2388
1703,2016-11-18,69.4984
1704,2016-11-19,68.9889
1705,2016-11-22,68.3611
1706,2016-11-23,67.5413
1707,2016-11-24,68.054
1708,2016-11-25,68.0855
1709,2016-11-26,68.4363
1710,2016-11-29,69.1608
1711,2016-11-30,68.8416
1712,2016-12-01,69.3417
1713,2016-12-02,67.6162
1714,2016-12-03,68.4703
1715,2016-12-06,67.766
1716,2016-12-07,68.6902
1717,2016-12-08,68.5002
1718,2016-12-09,68.2458
1719,2016-12-10,67.2086
1720,2016-12-13,65.072
1721,2016-12-14,64.9774
1722,2016-12-15,64.7543
1723,2016-12-16,64.6139
1724,2016-12-17,64.4809
1725,2016-12-20,64.6727
1726,2016-12-21,64.2006
1727,2016-12-22,63.6086
1728,2016-12-23,63.5604
1729,2016-12-24,63.5425
1730,2016-12-27,63.7285
1731,2016-12-28,63.573
1732,2016-12-29,63.4879
1733,2016-12-30,63.0214
1734,2016-12-31,63.8111
1735,2017-01-10,63.1125
1736,2017-01-11,63.5445
1737,2017-01-12,63.5184
1738,2017-01-13,63.2759
1739,2017-01-14,63.1222
1740,2017-01-17,63.2308
1741,2017-01-18,63.2864
1742,2017-01-19,63.2252
1743,2017-01-20,63.1803
1744,2017-01-21,63.7272
1745,2017-01-24,63.9424
1746,2017-01-25,63.6225
1747,2017-01-26,63.4254
1748,2017-01-27,64.0248
1749,2017-01-28,64.3429
1750,2017-01-31,64.4333
1751,2017-02-01,64.285
1752,2017-02-02,65.0322
1753,2017-02-03,64.7307
1754,2017-02-04,63.8156
1755,2017-02-07,63.1566
1756,2017-02-08,63.2362
1757,2017-02-09,63.4467
1758,2017-02-10,63.0253
1759,2017-02-11,62.6824
1760,2017-02-14,61.7662
1761,2017-02-15,61.2955
1762,2017-02-16,60.0249
1763,2017-02-17,60.654
1764,2017-02-18,61.4496
1765,2017-02-21,61.6987
1766,2017-02-22,61.209
1767,2017-02-23,60.4535
1768,2017-02-28,61.2569
1769,2017-03-01,61.3883
1770,2017-03-02,61.5417
1771,2017-03-03,61.5198
1772,2017-03-04,61.985
1773,2017-03-07,61.8606
1774,2017-03-08,61.7063
1775,2017-03-10,61.9911
1776,2017-03-11,62.7408
1777,2017-03-14,63.2661
1778,2017-03-15,62.7447
1779,2017-03-16,62.8428
1780,2017-03-17,62.4897
1781,2017-03-18,62.3722
1782,2017-03-21,61.6956
1783,2017-03-22,61.7308
1784,2017-03-23,62.2699
1785,2017-03-24,62.0959
1786,2017-03-25,61.8636
1787,2017-03-28,61.9615
1788,2017-03-29,61.8102
1789,2017-03-30,61.5347
1790,2017-03-31,60.595
1791,2017-04-01,59.8107
1792,2017-04-04,59.8953
1793,2017-04-05,60.2427
1794,2017-04-06,59.6948
1795,2017-04-07,60.0827
1796,2017-04-08,60.5687
1797,2017-04-11,60.7469
1798,2017-04-12,60.3042
1799,2017-04-13,60.2631
1800,2017-04-14,60.2867
1801,2017-04-15,59.7791
1802,2017-04-18,59.8393
1803,2017-04-19,59.6124
1804,2017-04-20,60.2649
1805,2017-04-21,60.6139
1806,2017-04-22,60.3187
1807,2017-04-25,60.8461
1808,2017-04-26,60.7932
1809,2017-04-27,61.5052
1810,2017-04-28,62.1664
1811,2017-04-29,62.044
1812,2017-05-03,62.1515
1813,2017-05-04,62.3224
1814,2017-05-05,62.7298
1815,2017-05-06,64.2398
1816,2017-05-11,63.2634
1817,2017-05-12,62.1595
1818,2017-05-13,62.0915
1819,2017-05-16,61.8449
1820,2017-05-17,62.0382
1821,2017-05-18,62.9568
1822,2017-05-19,63.9967
1823,2017-05-20,63.6479
1824,2017-05-23,63.1713
1825,2017-05-24,63.6189
1826,2017-05-25,62.9203
1827,2017-05-26,63.0116
1828,2017-05-27,63.6689
1829,2017-05-30,63.3684
1830,2017-05-31,62.9484
1831,2017-06-01,63.4107
1832,2017-06-02,63.531
1833,2017-06-03,63.6092
1834,2017-06-06,63.811
1835,2017-06-07,63.7817
1836,2017-06-08,63.7179
1837,2017-06-09,64.1488
1838,2017-06-10,63.7852
1839,2017-06-14,63.7729
1840,2017-06-15,63.9481
1841,2017-06-16,64.2795
1842,2017-06-17,64.4561
1843,2017-06-20,64.8614
1844,2017-06-21,65.321
1845,2017-06-22,66.798
1846,2017-06-23,67.1495
1847,2017-06-24,66.678
1848,2017-06-27,66.0816
1849,2017-06-28,65.9563
1850,2017-06-29,67.6868
1851,2017-06-30,67.4993
1852,2017-07-01,67.8072
1853,2017-07-04,67.2016
1854,2017-07-05,67.2966
1855,2017-07-06,67.6754
1856,2017-07-07,68.3814
1857,2017-07-08,68.947
1858,2017-07-11,68.7737
1859,2017-07-12,69.2007
1860,2017-07-13,69.4494
1861,2017-07-14,68.8139
1862,2017-07-15,68.3597
1863,2017-07-18,67.6184
1864,2017-07-19,68.4008
1865,2017-07-20,68.2762
1866,2017-07-21,68.0037
1867,2017-07-22,68.6623
1868,2017-07-25,69.4708
1869,2017-07-26,69.7005
1870,2017-07-27,69.6816
1871,2017-07-28,69.6406
1872,2017-07-29,69.6779
1873,2017-08-01,70.4603
1874,2017-08-02,70.7313
1875,2017-08-03,71.6866
1876,2017-08-04,71.9527
1877,2017-08-05,71.6879
1878,2017-08-08,70.8414
1879,2017-08-09,70.8405
1880,2017-08-10,70.4183
1881,2017-08-11,70.2677
1882,2017-08-12,70.7502
1883,2017-08-15,70.6645
1884,2017-08-16,70.3718
1885,2017-08-17,69.9958
1886,2017-08-18,69.6531
1887,2017-08-19,69.7197
1888,2017-08-22,69.4314
1889,2017-08-23,69.59
1890,2017-08-24,69.5619
1891,2017-08-25,69.7434
1892,2017-08-26,69.6995
1893,2017-08-29,69.8465
1894,2017-08-30,70.4316
1895,2017-08-31,70.2007
1896,2017-09-01,69.6222
1897,2017-09-02,68.9992
1898,2017-09-05,68.7256
1899,2017-09-06,68.7782
1900,2017-09-07,68.4165
1901,2017-09-08,68.2436
1902,2017-09-09,68.6923
1903,2017-09-12,68.649
1904,2017-09-13,68.5469
1905,2017-09-14,69.0977
1906,2017-09-15,68.695
1907,2017-09-16,68.5801
1908,2017-09-19,68.7514
1909,2017-09-20,69.6785
1910,2017-09-21,69.7664
1911,2017-09-22,69.2635
1912,2017-09-23,69.0737
1913,2017-09-26,68.5553
1914,2017-09-27,68.0215
1915,2017-09-28,68.1678
1916,2017-09-29,68.6441
1917,2017-09-30,68.4483
1918,2017-10-03,67.9076
1919,2017-10-04,67.9839
1920,2017-10-05,67.9357
1921,2017-10-06,67.7787
1922,2017-10-07,67.5344
1923,2017-10-10,68.3861
1924,2017-10-11,68.3557
1925,2017-10-12,68.5032
1926,2017-10-13,68.4455
1927,2017-10-14,68.1409
1928,2017-10-17,67.2988
1929,2017-10-18,67.4596
1930,2017-10-19,67.3577
1931,2017-10-20,67.9333
1932,2017-10-21,67.8927
1933,2017-10-24,67.5567
1934,2017-10-25,67.6856
1935,2017-10-26,67.7713
1936,2017-10-27,68.289
1937,2017-10-28,67.5276
1938,2017-10-31,67.2179
1939,2017-11-01,67.6434
1940,2017-11-02,67.7107
1941,2017-11-03,67.677
1942,2017-11-04,68.0822
